Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",30/07/2020 5:10:56 p.m.,27.55,27.6,30,30,


No background information available.


Well,Calc3:Ratio,Calc1:Average within well,Calc2:Average within well,
A01,4.06651556957,41267,10148,
A02,4.13231475934,41381,10014,
A03,4.11918208374,42304,10270,
A04,4.12891566265,41124,9960.0,
A05,4.13965601966,42121,10175,
A06,4.092043222,41657,10180,
A07,4.23875255624,41455,9780.0,
A08,4.10768318007,41541,10113,
A09,4.18791050903,40807,9744.0,
A10,4.10030696109,41409,10099,
A11,4.0982027604,41273,10071,
A12,4.16649334443,40065,9616.0,
B01,4.05251536098,42211,10416,
B02,4.1629037157,41117,9877.0,
B03,4.0318359375,41286,10240,
B04,4.17615314123,41014,9821.0,
B05,4.17724841022,41384,9907.0,
B06,4.11859756098,40527,9840.0,
B07,4.22863552927,41466,9806.0,
B08,4.2245271507,41544,9834.0,
B09,4.17154601965,41607,9974.0,
B10,4.21701652976,41584,9861.0,
B11,4.13828824299,41147,9943.0,
B12,4.08671928286,41942,10263,
C01,4.14849256069,42381,10216,
C02,4.10198244403,41590,10139,
C03,4.14030113414,42347,10228,
C04,4.10942809982,42323,10299,
C05,4.15223665224,40285,9702.0,
C06,4.17629824207,41337,9898.0,
C07,4.23693991328,41039,9686.0,
C08,4.2085322815,40545,9634.0,
C09,4.17177411089,40704,9757.0,
C10,4.23880752052,40807,9627.0,
C11,4.211552651,39955,9487.0,
C12,4.17097080215,39570,9487.0,
D01,4.07158308751,41408,10170,
D02,4.02771187245,42440,10537,
D03,4.06747819419,42436,10433,
D04,4.07018703949,43087,10586,
D05,4.17039813595,41166,9871.0,
D06,4.16326123791,41770,10033,
D07,4.16474666123,40852,9809.0,
D08,4.23854530512,41258,9734.0,
D09,4.0180440634,40305,10031,
D10,4.09980563654,42187,10290,
D11,4.17760809203,42127,10084,
D12,4.12877961733,41647,10087,
