Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",31/07/2020 4:46:40 p.m.,27.1,27.1,29.5,29.5,


No background information available.


Well,Calc3:Ratio,Calc1:Average within well,Calc2:Average within well,
A01,3.79775674728,43340,11412,
A02,3.95398230088,42446,10735,
A03,3.88575693713,44251,11388,
A04,3.91733762748,43788,11178,
A05,3.87226436481,44411,11469,
A06,3.8493734772,44237,11492,
A07,3.85373762159,43975,11411,
A08,3.88885976409,44508,11445,
A09,3.97440132122,43317,10899,
A10,3.8698594482,44604,11526,
A11,3.86288659794,44964,11640,
A12,3.84392467108,44701,11629,
B01,3.9124918974,42251,10799,
B02,3.933083805,43083,10954,
B03,3.99067097237,44488,11148,
B04,3.9421814585,43841,11121,
B05,4.03068264343,44402,11016,
B06,3.94920265185,44081,11162,
B07,3.98389900284,43548,10931,
B08,3.89830661142,43279,11102,
B09,3.89239217076,43949,11291,
B10,3.92234380515,44448,11332,
B11,3.96148702862,44436,11217,
B12,3.90972410674,43222,11055,
C01,4.04408024866,42936,10617,
C02,3.96857142857,41670,10500,
C03,4.027172401,43425,10783,
C04,4.00977011494,41862,10440,
C05,3.98882423571,43187,10827,
C06,4.00901403215,43141,10761,
C07,3.99390018484,43214,10820,
C08,4.03248259861,41712,10344,
C09,3.93034013605,43332,11025,
C10,3.89500582803,43441,11153,
C11,3.93914296003,43756,11108,
C12,3.91494393833,44693,11416,
D01,4.14970244203,40443,9746.0,
D02,4.07133295085,42578,10458,
D03,4.02843692958,41932,10409,
D04,4.04865787726,42685,10543,
D05,4.04533533158,43188,10676,
D06,4.05081414935,43287,10686,
D07,4.02810105024,42573,10569,
D08,4.05428170332,43320,10685,
D09,4.06188493565,42926,10568,
D10,3.96992756945,43300,10907,
D11,4.01733467853,43801,10903,
D12,3.85524861878,45357,11765,
E01,4.08071748879,41860,10258,
E02,4.00720242608,42284,10552,
E03,4.02818146112,41023,10184,
E04,3.95995854532,42031,10614,
E05,4.03241631397,41921,10396,
