Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",31/07/2020 4:43:07 p.m.,27.1,27.1,29.5,29.5,


No background information available.


Well,Calc3:Ratio,Calc1:Average within well,Calc2:Average within well,
A01,3.77414587499,43414,11503,
A02,3.83795253768,44313,11546,
A03,3.89945772958,43865,11249,
A04,3.89241513437,44031,11312,
A05,3.88112571023,43717,11264,
A06,3.82206070971,44699,11695,
A07,3.95120867401,44459,11252,
A08,3.86628153938,45510,11771,
A09,3.83842305038,44495,11592,
A10,3.88091143594,45135,11630,
A11,3.8218322929,45304,11854,
A12,3.83019352629,44729,11678,
B01,3.9791584354,40285,10124,
B02,3.9622866581,43181,10898,
B03,3.97914359542,43118,10836,
B04,3.88408009338,43257,11137,
B05,4.03257090576,44076,10930,
B06,3.9469983775,43788,11094,
B07,3.95111352526,43644,11046,
B08,3.91880532952,43824,11183,
B09,3.88854975146,44590,11467,
B10,3.95036600607,44252,11202,
B11,3.88516956598,44221,11382,
B12,3.89814010082,44852,11506,
C01,3.92307692308,43197,11011,
C02,3.97878959276,42207,10608,
C03,3.97226617031,42682,10745,
C04,3.9753647906,41956,10554,
C05,4.01133766115,43872,10937,
C06,4.01590758451,42412,10561,
C07,3.99375339489,44115,11046,
C08,3.99796031893,43122,10786,
C09,3.97361048351,43968,11065,
C10,3.93205513342,44503,11318,
C11,3.93874833555,44370,11265,
C12,3.91366060935,43289,11061,
D01,4.02607587491,41070,10201,
D02,4.00279033965,41601,10393,
D03,4.04987102322,42390,10467,
D04,4.04795604805,43471,10739,
D05,3.98959276018,44085,11050,
D06,3.91800257969,42526,10854,
D07,3.8909156583,43088,11074,
D08,4.04209532798,42826,10595,
D09,4.02684754767,42447,10541,
D10,3.97063681409,43272,10898,
D11,3.97027316551,44475,11202,
D12,3.88972276179,44055,11326,
E01,3.98610031104,41009,10288,
E02,4.06587183308,40923,10065,
E03,4.0000,41824,10456,
E04,4.07749250375,43515,10672,
E05,3.93071593533,40848,10392,
E06,4.00385773429,42553,10628,
E07,4.06155175725,42297,10414,
E08,3.99360320794,41829,10474,
E09,4.05709456287,43204,10649,
E10,3.90121810261,43877,11247,
E11,3.99306759099,43776,10963,
E12,3.91351400509,43033,10996,
F01,3.85861111111,41673,10800,
F02,4.04279475983,41661,10305,
F03,3.99506500902,42096,10537,
F04,4.02450980392,43513,10812,
F05,3.95593467749,43361,10961,
F06,3.97925804094,43549,10944,
F07,4.02634155895,41117,10212,
F08,3.96619769779,43414,10946,
F09,4.01886438292,42821,10655,
F10,3.91350397176,44340,11330,
F11,3.91692307692,43282,11050,
F12,3.90737386805,45306,11595,
G01,3.96978500872,40992,10326,
G02,3.95302585472,41740,10559,
G03,4.02953382878,41750,10361,
G04,4.02133822535,41649,10357,
G05,4.02699193025,43415,10781,
G06,3.99633397489,43604,10911,
G07,3.96514745308,42891,10817,
G08,3.91971792785,43356,11061,
G09,3.96154542164,43783,11052,
G10,3.95278428546,43868,11098,
G11,3.98772787906,44842,11245,
G12,3.94839775962,43002,10891,
H01,3.92786164724,41109,10466,
H02,4.02463101399,41993,10434,
H03,3.9224353628,42327,10791,
H04,4.01579297878,42210,10511,
H05,3.95207313695,42797,10829,
H06,3.96453504608,42591,10743,
H07,3.96328886366,41888,10569,
H08,3.94640377673,42633,10803,
H09,3.95996717126,43425,10966,
H10,3.8792920354,43836,11300,
H11,3.90613941967,44155,11304,
H12,3.88070756361,44535,11476,

Basic assay information 
Assay ID: ,,,,853
Assay Started: ,,,,31/07/2020 4:42:01 p.m.
Assay Finished: ,,,,31/07/2020 4:43:15 p.m.
Assay Exported: ,,,,31/07/2020 4:43:28 p.m.
Assay Started By: ,,,,N/A
Protocol ID: ,,,,100132
Protocol Name: ,,,,Mark eCFP-Venus
Serial#: ,,,,="23000214"



Protocol information
Protocol:
Protocol name,,,,Mark eCFP-Venus
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,,Imported from instrument Jimmy SerialNumber: 23000214Imported from instrument EnSpire SerialNumber: 23000214Imported from instrument EnSpire SerialNumber: 23000214

Plate type:
Name of the plate type,,,,96 General
Number of rows,,,,8
Number of columns,,,,12
Number of the wells in the plate,,,,96
Height of the plate,,,,14.35 mm
Diameter of the well,,,,6.5 mm
Volume of the well,,,,300 µl

Coordinates of corners:
96 General
14.38 mm x------------------------------------------------------ x 113.38 mm
11.24 mm                                                           11.24 mm

14.38 mm x------------------------------------------------------ x 113.38 mm
74.24 mm                                                           74.24 mm

Platemap:
Plate,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
