Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",30/07/2020 4:58:45 p.m.,27.55,27.55,30,30,


No background information available.


Well,Calc3:Ratio,Calc1:Average within well,Calc2:Average within well,
A01,4.04924773386,43331,10701,
A02,4.07706909643,42956,10536,
A03,4.03036795529,43266,10735,
A04,4.13039117352,41180,9970.0,
A05,4.09252536535,43966,10743,
A06,4.104973946,43328,10555,
A07,4.09774864634,43137,10527,
A08,4.10725640546,43923,10694,
A09,4.13645581845,42833,10355,
A10,4.13328234057,43230,10459,
A11,4.02318706697,43551,10825,
A12,4.10272981576,42533,10367,
B01,4.10627880184,42771,10416,
B02,4.22922841083,41383,9785.0,
B03,4.14114809455,42923,10365,
B04,4.14345789926,43353,10463,
B05,4.14391392065,43134,10409,
B06,4.10674799848,43088,10492,
B07,4.11173131504,43461,10570,
B08,4.09913588453,43168,10531,
B09,4.04750793354,43365,10714,
B10,4.10473744292,43149,10512,
B11,4.14407988588,40670,9814.0,
B12,4.10110644792,42996,10484,
C01,4.03810044663,44302,10971,
C02,4.14767270946,42327,10205,
C03,4.15866835394,42722,10273,
C04,4.16176044783,43120,10361,
C05,4.16254964642,42970,10323,
C06,4.03157796102,43025,10672,
C07,4.08696472364,43330,10602,
C08,4.13500724288,42818,10355,
C09,4.12685572897,43365,10508,
C10,4.03507951356,43135,10690,
C11,4.267563373,41246,9665.0,
C12,4.1561815648,41753,10046,
D01,4.05494505495,43911,10829,
D02,4.16028010115,42776,10282,
D03,4.05150532654,43736,10795,
D04,4.07168026706,43909,10784,
D05,4.11339442747,44437,10803,
D06,4.06486035075,43807,10777,
D07,4.08981533296,43851,10722,
D08,4.0801442041,44139,10818,
D09,4.07275599331,43831,10762,
D10,4.16822338976,42841,10278,
D11,4.10700280112,43986,10710,
D12,4.03791934333,45257,11208,
E01,4.11699496106,44937,10915,
E02,4.20100194254,41090,9781.0,
E03,4.07472931168,42149,10344,
E04,4.12126088603,43537,10564,
E05,4.09650084737,41092,10031,
E06,4.17044386423,39932,9575.0,
E07,4.11044634378,43283,10530,
E08,4.05025172478,43443,10726,
E09,4.09913915429,43332,10571,
E10,4.13219269738,43231,10462,
E11,4.15591820684,42274,10172,
E12,4.22344322344,43814,10374,
F01,3.95070486585,43438,10995,
F02,4.28747346072,40388,9420.0,
F03,4.15338032364,41837,10073,
F04,4.17462348656,42410,10159,
F05,4.12527812712,42643,10337,
F06,4.1314813053,43426,10511,
F07,4.09991540558,43619,10639,
F08,4.22170832513,42901,10162,
F09,4.14601428296,42961,10362,
F10,4.11556020544,43271,10514,
F11,4.18567532074,41434,9899.0,
F12,4.12034027911,43107,10462,
