Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",31/07/2020 4:39:28 p.m.,27.1,27.1,29.4,29.5,


No background information available.


Well,Calc3:Ratio,Calc1:Average within well,Calc2:Average within well,
A01,3.88577506474,42013,10812,
A02,3.93902324268,41860,10627,
A03,3.98830464072,42627,10688,
A04,4.00397088021,42350,10577,
A05,3.95390266299,43058,10890,
A06,4.00094562648,42310,10575,
A07,3.98909849275,42081,10549,
A08,4.00471742617,42446,10599,
A09,3.99289682178,43846,10981,
A10,3.94827124095,44193,11193,
A11,3.89397697077,43963,11290,
A12,3.94149034039,42844,10870,
B01,4.01125934336,42395,10569,
B02,4.0320952381,42337,10500,
B03,4.04383407017,42990,10631,
B04,3.97562790698,42738,10750,
B05,3.9568452381,42544,10752,
B06,4.05793157076,41748,10288,
B07,3.98474639716,42581,10686,
B08,3.98837652439,41862,10496,
B09,3.92276275186,43221,11018,
B10,4.02334414081,43432,10795,
B11,3.98999811285,42286,10598,
B12,3.95357175692,43003,10877,
C01,3.88865905207,43238,11119,
C02,4.02124304267,43349,10780,
C03,4.08610440275,43991,10766,
C04,4.03303672851,42605,10564,
C05,3.99175412294,42600,10672,
C06,3.9893109372,41800,10478,
C07,3.98408880666,43068,10810,
C08,3.96446608947,43958,11088,
C09,4.02951191827,42600,10572,
C10,4.03645785139,43622,10807,
C11,3.99888007466,42848,10715,
C12,3.94839609484,42465,10755,
D01,4.01774744027,41202,10255,
D02,4.04118680461,41406,10246,
D03,4.09809290954,41903,10225,
D04,4.01299308282,42931,10698,
D05,3.99620686465,43195,10809,
D06,4.07488689961,42334,10389,
D07,4.02683481889,42467,10546,
D08,4.0889540567,41830,10230,
D09,4.05116147842,43076,10633,
D10,3.96498765884,43373,10939,
D11,3.98972982976,43121,10808,
D12,3.93607223476,43592,11075,
E01,3.9660968661,41763,10530,
E02,4.01259079903,41430,10325,
E03,4.11148282987,41785,10163,
E04,4.05626347775,41382,10202,
E05,4.0507865605,41715,10298,
E06,4.02307402524,42717,10618,
E07,4.05350156495,41443,10224,
E08,4.03877630553,41454,10264,
E09,4.00979477612,42985,10720,
E10,4.00571165362,43482,10855,
E11,4.03207276209,42115,10445,
E12,3.93577130128,42404,10774,
F01,3.94356445035,41577,10543,
F02,4.07022930059,42424,10423,
F03,4.05426729529,42136,10393,
F04,4.05322719862,42263,10427,
F05,4.00121031561,42977,10741,
F06,3.99141467137,41842,10483,
F07,4.0378000378,42728,10582,
F08,3.97657557167,42780,10758,
F09,3.919325433,42995,10970,
F10,4.02225682359,43915,10918,
F11,3.99152387896,43795,10972,
F12,3.9356558834,44284,11252,
G01,4.03536231884,41766,10350,
G02,4.11163895487,41544,10104,
G03,3.98604921527,41144,10322,
G04,3.98108636914,42729,10733,
G05,1.87841987235,54446,28985,
G06,3.97655053599,41547,10448,
G07,4.03192307692,41932,10400,
G08,3.92054893463,43424,11076,
G09,4.00265884294,43657,10907,
G10,3.98330428401,43422,10901,
G11,4.02257976049,44003,10939,
G12,4.01360158685,42492,10587,
H01,3.94908235294,41959,10625,
H02,4.00206088993,42722,10675,
H03,3.95474197406,42992,10871,
H04,3.24919602658,45466,13993,
H05,3.95499159961,44727,11309,
H06,3.96123019571,42504,10730,
H07,3.97514606325,42864,10783,
H08,3.91954022989,42625,10875,
H09,3.88853532139,42770,10999,
H10,3.93223525199,43927,11171,
H11,3.93411871319,43413,11035,
H12,3.87741058534,45641,11771,

Basic assay information 
Assay ID: ,,,,851
Assay Started: ,,,,31/07/2020 4:38:18 p.m.
Assay Finished: ,,,,31/07/2020 4:39:36 p.m.
Assay Exported: ,,,,31/07/2020 4:39:50 p.m.
Assay Started By: ,,,,N/A
Protocol ID: ,,,,100132
Protocol Name: ,,,,Mark eCFP-Venus
Serial#: ,,,,="23000214"



Protocol information
Protocol:
Protocol name,,,,Mark eCFP-Venus
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,,Imported from instrument Jimmy SerialNumber: 23000214Imported from instrument EnSpire SerialNumber: 23000214Imported from instrument EnSpire SerialNumber: 23000214

Plate type:
Name of the plate type,,,,96 General
Number of rows,,,,8
Number of columns,,,,12
Number of the wells in the plate,,,,96
Height of the plate,,,,14.35 mm
Diameter of the well,,,,6.5 mm
Volume of the well,,,,300 µl

Coordinates of corners:
96 General
14.38 mm x------------------------------------------------------ x 113.38 mm
11.24 mm                                                           11.24 mm

14.38 mm x------------------------------------------------------ x 113.38 mm
74.24 mm                                                           74.24 mm

Platemap:
Plate,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
D,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
E,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
F,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
G,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
H,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 

 - - Undefined

Calculations:
Plate,,,,1
 Formula index,,,,Calc 1
 Formula name,,,,Average within well
 Formula,,,,Average within well where Measurement: A

 Formula index,,,,Calc 2
 Formula name,,,,Average within well
 Formula,,,,Average within well where Measurement: B

 Formula index,,,,Calc 3
 Formula name,,,,Ratio
 Formula,,,,Ratio where X = Calc 1: Average within well Y = Calc 2: Average within well

Auto export parameters:
Export format,,,,ListC
Picture,,,,No
Add plate number to the file name,,,,Yes
Each plate to separate file,,,,No
Field separator to use,,,,System
File name format,,,,D:\mark\200730-FRET\DMSO_2_6.csv
Exported data,,,,Well Calc3:Ratio Calc1:Average within well Calc2:Average within well

Operations:
Plate 1
  Scan measurement
    Meas,,,,A
    Tech,,,,Fluorescence
    Number of horizontal points (X),,,,1
    Number of vertical points (Y),,,,1
    Distance between points,,,,0.72 mm
    Scan mode,,,,Rectangle
  Scan measurement
    Meas,,,,B
    Tech,,,,Fluorescence
    Number of horizontal points (X),,,,1
    Number of vertical points (Y),,,,1
    Distance between points,,,,0.72 mm
    Scan mode,,,,Rectangle

Measurements:
Meas ,,,,A
Exc. filter,,,,N/A
Using of excitation filter,,,,Top
Excitation wavelength,,,,434 nm
Emission wavelength,,,,528 nm
Measurement height,,,,7.5 mm
Number of flashes,,,,40
Number of flashes integrated,,,,40
Flash power,,,,100 %
Excitation light,,,,100%
Reference excitation light,,,,100%
Emission light,,,,100%
Reference AD gain,,,,2
Reference signal,,,,3015292
Last edited,,,,8/07/2020 8:57:00 a.m.
Last edited by,,,,EnSpire
Factory preset,,,,No

Meas ,,,,B
Exc. filter,,,,N/A
Using of excitation filter,,,,Top
Excitation wavelength,,,,434 nm
Emission wavelength,,,,477 nm
Measurement height,,,,7.5 mm
Number of flashes,,,,40
Number of flashes integrated,,,,40
Flash power,,,,100 %
Excitation light,,,,100%
Reference excitation light,,,,100%
Emission light,,,,100%
Reference AD gain,,,,2
Reference signal,,,,3021957
Last edited,,,,8/07/2020 8:57:00 a.m.
Last edited by,,,,EnSpire
Factory preset,,,,No

Filters:
Monochromator cutoff 230,,,,140
Filter polarization,,,,None
Description,,,,X230co Longpass=230nm  Tmin=90%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Monochromator cutoff 360,,,,141
Filter polarization,,,,None
Description,,,,X360co Longpass=360nm  Tmin=90%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Monochromator cutoff 585,,,,142
Filter polarization,,,,None
Description,,,,X585co Longpass=585nm  Tmin=75%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Instrument:
Serial number,,,,23000214
Nickname,,,,ZEnSpire






Exported with EnSpire Workstation version 4.10.3005.1440
