Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",31/07/2020 4:21:31 p.m.,26.9,26.9,29.2,29.3,


No background information available.


Well,Calc3:Ratio,Calc1:Average within well,Calc2:Average within well,
A01,4.06844773791,41726,10256,
A02,4.14906410629,42781,10311,
A03,4.18348623853,42864,10246,
A04,4.12553564472,42361,10268,
A05,4.10125987213,43621,10636,
A06,4.10577295622,42388,10324,
A07,4.04775893111,42716,10553,
A08,4.14437326704,43346,10459,
A09,4.06985435033,42473,10436,
A10,4.14886886503,43281,10432,
A11,4.15300050429,41177,9915.0,
A12,4.12719557924,41825,10134,
B01,4.14412723501,41951,10123,
B02,4.19744245524,41030,9775.0,
B03,4.18663254257,42532,10159,
B04,4.19155045119,40876,9752.0,
B05,4.18541688032,40812,9751.0,
B06,4.18807933818,42019,10033,
B07,4.20048236358,41799,9951.0,
B08,4.19224699152,42501,10138,
B09,4.18088206722,43038,10294,
B10,4.18774445893,41756,9971.0,
B11,4.15912897822,42211,10149,
B12,4.20375961819,43160,10267,
C01,4.09902200489,43589,10634,
C02,4.20481687898,42250,10048,
C03,4.22322580645,42549,10075,
C04,4.13551720776,42418,10257,
C05,4.16722872446,42014,10082,
C06,4.08004961359,42763,10481,
C07,4.1688832388,42631,10226,
C08,4.11831692723,42674,10362,
C09,4.12077018397,43231,10491,
C10,4.19708391192,42315,10082,
C11,4.10148615635,40293,9824.0,
C12,4.13007194245,43056,10425,
D01,4.13589645984,43460,10508,
D02,4.19882106105,42026,10009,
D03,4.0953953954,40913,9990.0,
D04,4.14503375121,42984,10370,
D05,4.1679154659,43388,10410,
D06,4.06921831858,42739,10503,
D07,4.14047856431,41529,10030,
D08,4.08125117415,43449,10646,
D09,4.14095183266,43157,10422,
D10,4.17758311766,41968,10046,
D11,4.1711573497,43501,10429,
D12,4.09885293295,43952,10723,
E01,4.16921245785,42034,10082,
E02,4.14302694136,41828,10096,
E03,4.29077633416,39960,9313.0,
