Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",5/08/2020 6:14:44 p.m.,25.95,25.95,29,29.1,


No background information available.


Well,Calc3:Ratio,Calc1:Average within well,Calc2:Average within well,
A01,3.65189217211,42267,11574,
A02,3.04847549209,39493,12955,
A03,3.72314730101,40694,10930,
A04,3.83839881394,41424,10792,
A05,3.42457257794,40862,11932,
A06,3.80857580398,42279,11101,
A07,3.74647761726,42013,11214,
A08,3.11603018171,40471,12988,
A09,3.19705811815,39992,12509,
A10,2.86830723341,38464,13410,
A11,3.54064685315,40505,11440,
A12,1.81838799721,31269,17196,
B01,3.85701225087,42188,10938,
B02,2.66917922948,38244,14328,
B03,3.83897294819,41864,10905,
B04,3.16157890607,40288,12743,
B05,2.72167153961,38166,14023,
B06,3.75251166128,41833,11148,
B07,3.38908581321,41113,12131,
B08,2.04638341224,34148,16687,
B09,2.0941468134,34633,16538,
B10,2.06153381643,34139,16560,
B11,3.06875887084,38918,12682,
B12,1.57426099495,30569,19418,
C01,3.86362428002,43601,11285,
C02,1.6187301758,30110,18601,
C03,3.01295276507,38846,12893,
C04,1.99178389881,33697,16918,
C05,1.8808480813,32202,17121,
C06,2.69695026365,37849,14034,
C07,2.44218408323,36855,15091,
C08,1.66626373626,30326,18200,
C09,1.71500275786,31093,18130,
C10,1.73266619014,31512,18187,
C11,2.08632734531,33448,16032,
C12,1.51749729423,29444,19403,
D01,3.99868754101,42654,10667,
D02,1.5938458228,29628,18589,
D03,1.89025440763,32915,17413,
D04,1.66497049748,30757,18473,
D05,1.6248085758,30769,18937,
D06,1.75847152127,31707,18031,
D07,1.81273387322,32457,17905,
D08,1.59340717023,30356,19051,
D09,1.61328690062,30112,18665,
D10,1.59276427962,29893,18768,
D11,1.64139122921,30392,18516,
D12,1.51145387905,29691,19644,
E01,3.86785904965,43467,11238,
E02,1.55342380284,29877,19233,
E03,1.65939263639,30873,18605,
E04,1.59748626954,30250,18936,
E05,1.58927909317,30004,18879,
E06,1.60224386113,30276,18896,
E07,1.62394253791,30522,18795,
E08,1.56250642541,30397,19454,
E09,1.58740008414,30186,19016,
E10,1.58362820174,29986,18935,
E11,1.54415361399,29674,19217,
E12,1.51858204688,29216,19239,
F01,3.96187984677,42404,10703,
F02,1.55652032344,28682,18427,
F03,1.58877141816,30506,19201,
F04,1.57858829703,30080,19055,
F05,1.59321576875,29543,18543,
F06,1.57784063617,29564,18737,
F07,1.57788259958,30106,19080,
F08,1.59000810154,29439,18515,
F09,1.56034437226,29542,18933,
F10,1.54440961338,29560,19140,
F11,1.53204353083,29141,19021,
F12,1.51139342609,29980,19836,
G01,3.84027402199,42604,11094,
G02,1.54734576758,30198,19516,
G03,1.63040295027,30063,18439,
G04,1.55328601338,30418,19583,
G05,1.50196679438,29401,19575,
G06,1.56029489205,29630,18990,
G07,1.54124193884,29635,19228,
G08,1.57060980018,30418,19367,
G09,1.5495031476,29783,19221,
G10,1.5357976241,28959,18856,
