Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",6/08/2020 4:48:43 p.m.,26.05,26.05,28.8,28.9,


No background information available.


Well,Calc3:Ratio,Calc1:Average within well,Calc2:Average within well,
A01,4.38142825062,39021,8906.0,
A02,3.20135236664,38349,11979,
A03,3.23782615922,38964,12034,
A04,3.26005270764,38348,11763,
A05,3.27655917499,40033,12218,
A06,3.30782637563,39856,12049,
A07,4.26643019017,43300,10149,
A08,4.25354079394,42646,10026,
A09,3.98128980892,40004,10048,
A10,4.08103410819,37570,9206.0,
A11,4.24967755804,39539,9304.0,
A12,3.21155228171,35751,11132,
B01,4.31127802938,39030,9053.0,
B02,2.78016464132,35461,12755,
B03,2.80021749262,36050,12874,
B04,2.79027660066,36215,12979,
B05,2.7853746887,36909,13251,
B06,2.8371350365,37314,13152,
B07,4.19877615476,42542,10132,
B08,4.23623853211,42481,10028,
B09,3.38003290328,39036,11549,
B10,3.64130434783,39530,10856,
B11,4.41153887171,41367,9377.0,
B12,2.93592751396,36291,12361,
C01,4.30277870032,38867,9033.0,
C02,2.75935828877,34056,12342,
C03,2.77431121459,35747,12885,
C04,2.73387883793,36418,13321,
C05,2.69189877209,35953,13356,
C06,2.75903430361,36113,13089,
C07,3.62872727273,39916,11000,
C08,3.60271693928,38985,10821,
C09,2.90686735654,37080,12756,
C10,2.95426804459,36305,12289,
C11,4.04227692947,38915,9627.0,
C12,2.75886693644,34770,12603,
D01,4.24734827775,38842,9145.0,
D02,2.71947449768,35190,12940,
D03,2.72909750637,35350,12953,
D04,2.80029493946,36079,12884,
D05,2.71472164335,36475,13436,
D06,2.79113586086,36589,13109,
D07,3.43177455941,39335,11462,
D08,2.93490513614,36971,12597,
D09,2.78453768454,35837,12870,
D10,2.72327998179,35901,13183,
D11,3.1502820995,36852,11698,
D12,2.75203348338,34849,12663,
E01,4.26855085116,39117,9164.0,
E02,2.67982793056,34886,13018,
E03,2.68794867878,35196,13094,
E04,2.69369437321,35713,13258,
E05,2.65962441315,36256,13632,
E06,2.69973009447,36009,13338,
E07,2.88955545301,37570,13002,
E08,2.71480954875,36278,13363,
E09,2.7151802077,35558,13096,
E10,2.72314558326,35390,12996,
E11,2.78631611796,35715,12818,
E12,2.71101528812,34579,12755,
F01,4.19822453177,38779,9237.0,
F02,2.73361674822,34080,12467,
F03,2.6915407855,35636,13240,
F04,2.70371212121,35689,13200,
F05,2.72593686829,35061,12862,
F06,2.69569399231,36435,13516,
