Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",6/08/2020 4:20:22 p.m.,26.5,26.5,28.7,28.8,


No background information available.


Well,Calc3:Ratio,Calc1:Average within well,Calc2:Average within well,
A01,4.23962165003,40340,9515.0,
A02,3.06367548613,38443,12548,
A03,3.00134984913,37799,12594,
A04,3.0484181789,37965,12454,
A05,3.02084624923,38981,12904,
A06,3.03942119671,38859,12785,
A07,4.15545755237,41459,9977.0,
A08,4.11900019916,41363,10042,
A09,3.78864803195,39849,10518,
A10,4.07954545455,38054,9328.0,
A11,4.20160170849,39348,9365.0,
A12,3.04061045008,35265,11598,
B01,4.20463279249,39389,9368.0,
B02,2.72746121947,35517,13022,
B03,2.7343796936,36411,13316,
B04,2.70115795724,36390,13472,
B05,2.6796569365,35618,13292,
B06,2.7296951449,36264,13285,
B07,4.12416175574,40590,9842.0,
B08,4.15173877881,41069,9892.0,
B09,3.15321031978,37766,11977,
B10,3.61782347901,37998,10503,
B11,4.16532424618,40337,9684.0,
B12,2.75729912647,35037,12707,
C01,4.15744503491,39899,9597.0,
C02,2.73683799406,35037,12802,
C03,2.6780021254,35280,13174,
C04,2.62378945812,35492,13527,
C05,2.7245311902,35596,13065,
C06,2.67338118957,36497,13652,
C07,3.32664329535,37957,11410,
C08,3.51983279145,37891,10765,
C09,2.85156939873,35522,12457,
C10,2.81724332607,34931,12399,
C11,3.79153160454,37430,9872.0,
C12,2.6492474597,34676,13089,
D01,4.30995837336,40380,9369.0,
D02,2.62358175751,35379,13485,
D03,2.65536765254,35643,13423,
D04,2.6360799465,35479,13459,
D05,2.74268423472,35803,13054,
D06,2.66012973299,35268,13258,
D07,2.80289344764,36617,13064,
D08,2.79229711142,36540,13086,
D09,2.67229178008,34363,12859,
D10,2.67165791911,34614,12956,
D11,2.84534782951,36116,12693,
D12,2.60378787879,34370,13200,
E01,4.25257393209,38826,9130.0,
E02,2.56230735359,34914,13626,
E03,2.60516377649,33802,12975,
E04,2.69083545108,33883,12592,
E05,2.62165431725,34674,13226,
E06,2.6704922984,35368,13244,
E07,2.66435345825,34554,12969,
E08,2.69100733308,34862,12955,
E09,2.6664600124,34408,12904,
E10,2.69105952285,33501,12449,
E11,2.6806122449,34151,12740,
