Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",6/08/2020 5:27:37 p.m.,25.8,25.85,28.8,28.8,


No background information available.


Well,Calc3:Ratio,Calc1:Average within well,Calc2:Average within well,
A01,3.79543997802,41450,10921,
A02,3.88576433708,42145,10846,
A03,3.87678554972,42067,10851,
A04,3.88476226847,40689,10474,
A05,3.828487335,42925,11212,
A06,3.68853333333,41496,11250,
A07,3.83667541229,40945,10672,
A08,3.81550997986,41673,10922,
A09,3.72944464479,41367,11092,
A10,3.70913101015,42043,11335,
A11,3.9748135232,41032,10323,
A12,2.47246916133,35878,14511,
B01,3.95671486627,41866,10581,
B02,3.40646384698,41317,12129,
B03,3.56287529371,40941,11491,
B04,3.9437037037,42592,10800,
B05,3.65269042628,41816,11448,
B06,2.98326296743,39570,13264,
B07,3.95988772184,43733,11044,
B08,3.874749499,42537,10978,
B09,3.21503247268,40593,12626,
B10,3.00862327534,40123,13336,
B11,3.83778660408,42515,11078,
B12,2.19106670585,37281,17015,
C01,3.99808394161,43819,10960,
C02,2.52979994443,36419,14396,
C03,2.56816134174,37056,14429,
C04,3.485263069,41269,11841,
C05,2.79091242213,38082,13645,
C06,2.45480074886,36714,14956,
C07,3.56628868616,41829,11729,
C08,3.18552505586,39921,12532,
C09,2.57922272048,37961,14718,
C10,2.37223690146,36810,15517,
C11,3.22821408268,39749,12313,
C12,2.14797631402,35186,16381,
D01,3.98131993173,41987,10546,
D02,2.27013054155,35128,15474,
D03,2.32032814418,35921,15481,
D04,2.7741888969,38478,13870,
D05,2.38943198518,37397,15651,
D06,2.29641734758,36536,15910,
D07,2.73659227772,38627,14115,
D08,2.55121660147,38480,15083,
D09,2.3112591183,36437,15765,
D10,2.22523076923,36160,16250,
D11,2.44352933665,38273,15663,
D12,2.18610639668,37354,17087,
E01,3.99304793267,43652,10932,
E02,2.22090469917,35399,15939,
E03,2.23561450724,34889,15606,
E04,2.42877057886,36587,15064,
E05,2.33288323045,36281,15552,
E06,2.23001937137,35687,16003,
E07,2.34226817283,36701,15669,
E08,2.33522333522,37067,15873,
E09,2.21040391677,36118,16340,
E10,2.22004112918,35625,16047,
E11,2.23850295129,34511,15417,
E12,2.15154451847,35522,16510,
F01,4.0654931655,41342,10169,
F02,2.20317480971,33865,15371,
F03,2.53156033193,37219,14702,
F04,2.29245402663,36152,15770,
F05,2.23900012753,35112,15682,
F06,2.21785381026,35652,16075,
F07,2.25599848857,35823,15879,
F08,2.29255388635,35099,15310,
F09,2.23611549883,35391,15827,
F10,2.18606379684,35294,16145,
F11,2.19269776876,34592,15776,
F12,2.16358205459,36941,17074,
G01,4.00591608264,44013,10987,
G02,2.23363424026,35383,15841,
G03,2.21779741243,35141,15845,
G04,2.27194820034,35790,15753,
G05,2.19733399776,35276,16054,
G06,2.2207076027,35840,16139,
G07,2.21698813056,35862,16176,
G08,2.18826108134,35940,16424,
G09,2.24195463351,35878,16003,
