Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",7/08/2020 3:43:28 p.m.,26.95,26.95,29.3,29.3,


No background information available.


Well,Calc3:Ratio,Calc1:Average within well,Calc2:Average within well,
A01,4.00282072712,38315,9572.0,
A02,3.24829382184,36173,11136,
A03,3.77442629522,37665,9979.0,
A04,4.05198019802,37651,9292.0,
A05,3.97847632396,39741,9989.0,
A06,3.97657710855,40406,10161,
A07,2.93743372216,36010,12259,
A08,3.89804858622,39152,10044,
A09,2.44963013803,32122,13113,
A10,2.38617623862,33280,13947,
A11,2.36356483799,33045,13981,
A12,2.35327868852,31581,13420,
B01,4.21134020619,39216,9312.0,
B02,3.22999733594,36373,11261,
B03,3.0642460487,35867,11705,
B04,4.15210970464,39362,9480.0,
B05,3.41419036299,37341,10937,
B06,4.1404692691,39881,9632.0,
B07,2.31070349287,32879,14229,
B08,3.61952546188,38595,10663,
B09,2.13181124311,32120,15067,
B10,2.15506852943,32548,15103,
B11,2.08148393508,31420,15095,
B12,2.06263939336,32369,15693,
C01,4.17654463443,39815,9533.0,
C02,2.20539479424,30333,13754,
C03,2.47783103655,33084,13352,
C04,4.17132867133,39369,9438.0,
C05,2.47031074504,32991,13355,
C06,3.85444509006,39801,10326,
C07,2.10026940009,31964,15219,
C08,2.37724637681,32806,13800,
C09,2.1137443887,32019,15148,
C10,2.08248565467,31937,15336,
C11,2.04373690259,30233,14793,
C12,2.03946761547,30953,15177,
D01,4.2417703402,38528,9083.0,
D02,2.15783920658,30678,14217,
D03,2.28604651163,32439,14190,
D04,3.79780518598,39106,10297,
D05,2.19236025694,32083,14634,
D06,3.07490199349,36865,11989,
D07,2.15212858968,32000,14869,
D08,2.13023691608,31830,14942,
D09,2.06339427663,31149,15096,
D10,2.08333885832,31423,15083,
D11,2.03320936909,31163,15327,
D12,2.0356848577,32117,15777,
E01,4.13978382873,39833,9622.0,
E02,2.10985102671,31441,14902,
E03,2.16978128461,31349,14448,
E04,2.50434976578,33681,13449,
E05,2.10727236764,31961,15167,
E06,2.30097487299,33516,14566,
E07,2.08810835934,31449,15061,
E08,2.10290064313,32044,15238,
