Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",31/07/2020 3:50:02 p.m.,26.75,26.75,29,29,


No background information available.


Well,Calc3:Ratio,Calc1:Average within well,Calc2:Average within well,
A01,4.13852904304,39614,9572.0,
A02,1.77421842558,29908,16857,
A03,1.79513764748,30126,16782,
A04,1.80472746516,30693,17007,
A05,1.78951024661,30912,17274,
A06,1.75717806178,30661,17449,
A07,1.79492600423,30564,17028,
A08,1.76944089271,30445,17206,
A09,1.77751210473,29736,16729,
A10,1.82940727251,31142,17023,
A11,1.78464653684,29966,16791,
A12,1.76792635659,29192,16512,
B01,4.19490901441,39881,9507.0,
B02,1.73403877985,29333,16916,
B03,1.75369314877,30153,17194,
B04,1.72868123222,28563,16523,
B05,1.75375067783,29107,16597,
B06,1.74981238815,30312,17323,
B07,1.79944478717,29169,16210,
B08,1.8173105192,30907,17007,
B09,1.74609769126,29420,16849,
B10,1.76941775668,30572,17278,
B11,1.76949640288,30745,17375,
B12,1.74582332234,31245,17897,
C01,4.06286563283,43753,10769,
C02,2.36085154219,33602,14233,
C03,1.7669241774,30877,17475,
C04,1.78040816327,30534,17150,
C05,1.79572584872,30838,17173,
C06,1.7561166788,31366,17861,
C07,1.75256395143,29734,16966,
C08,1.71820098384,29340,17076,
C09,1.74698514419,29987,17165,
C10,1.76296210184,30330,17204,
C11,1.80364574175,30772,17061,
C12,1.74222481072,29914,17170,
D01,4.10871080139,41272,10045,
D02,2.43162179533,34050,14003,
D03,1.75529467288,29754,16951,
D04,1.76115592178,30350,17233,
D05,1.74642857143,29340,16800,
D06,3.82339707537,40788,10668,
D07,1.78770218839,30062,16816,
D08,1.82958946553,30706,16783,
D09,1.80073234113,30490,16932,
D10,1.91789015769,31743,16551,
D11,1.77473785706,29450,16594,
D12,1.74879955332,31321,17910,
E01,4.14132993331,42225,10196,
E02,1.74982864976,30636,17508,
E03,1.72445498178,29821,17293,
E04,1.82064086558,30625,16821,
E05,1.80035568814,31382,17431,
E06,1.76991201334,30777,17389,
E07,1.77444093198,30311,17082,
E08,1.81531686113,31739,17484,
E09,1.8137926959,30693,16922,
E10,1.80162761168,31215,17326,
E11,1.77618528923,30982,17443,
E12,1.77363141301,30941,17445,
F01,4.11263242055,41151,10006,
F02,1.8188556567,27974,15380,
F03,1.76766831949,29589,16739,
F04,1.74882893567,29494,16865,
F05,1.77926982795,29680,16681,
F06,1.75686709045,30125,17147,
F07,1.75946283202,29610,16829,
F08,1.7786668271,29565,16622,
F09,1.75968947671,30601,17390,
F10,1.74871765316,30342,17351,
F11,1.78511468432,30197,16916,
F12,1.7585917385,31419,17866,
G01,4.09345887017,41303,10090,
G02,1.78512997637,29460,16503,
G03,1.7171377984,28125,16379,
G04,1.74031716088,29521,16963,
G05,1.76319894408,29389,16668,
G06,1.72780133253,28526,16510,
G07,1.74697646708,29323,16785,
G08,1.74151999067,29881,17158,
