Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",31/07/2020 3:53:59 p.m.,26.75,26.8,29,29,


No background information available.


Well,Calc3:Ratio,Calc1:Average within well,Calc2:Average within well,
A01,4.04238491178,39866,9862.0,
A02,1.76446844798,31037,17590,
A03,1.7766115231,31144,17530,
A04,1.80707070707,30413,16830,
A05,1.749802639,31031,17734,
A06,1.82327389118,31900,17496,
A07,1.82195932164,31263,17159,
A08,1.8822341469,32621,17331,
A09,1.84914679898,30559,16526,
A10,1.76807380486,31622,17885,
A11,1.82011693251,32065,17617,
A12,1.7734980479,30435,17161,
B01,4.03893771855,42736,10581,
B02,1.75963385693,31142,17698,
B03,1.88409480466,31877,16919,
B04,1.79599705165,31676,17637,
B05,1.80829144169,29137,16113,
B06,1.80902777778,31781,17568,
B07,1.7848791894,32060,17962,
B08,1.80496131088,31724,17576,
B09,1.85664435673,32456,17481,
B10,1.83242391855,32575,17777,
B11,1.82966751918,32193,17595,
B12,1.75450486795,32618,18591,
C01,4.01902671057,43936,10932,
C02,1.80205426587,30352,16843,
C03,1.78489131052,31448,17619,
C04,1.79250786388,31342,17485,
C05,1.78286591956,31341,17579,
C06,1.80545506747,31442,17415,
C07,1.78943079967,30746,17182,
C08,1.95781382399,32347,16522,
C09,1.80705572419,31553,17461,
C10,1.79352964629,31489,17557,
C11,1.85584689219,31709,17086,
C12,1.80994332529,32255,17821,
D01,4.0707398568,42641,10475,
D02,1.79113364381,30383,16963,
D03,1.74134933543,31050,17831,
D04,1.79707221486,31181,17351,
D05,1.78167040359,31785,17840,
D06,1.89089200775,32200,17029,
D07,1.78123914302,30762,17270,
D08,1.86418540138,32256,17303,
D09,4.06482997784,42197,10381,
D10,1.79116465863,31220,17430,
D11,1.79275653924,32076,17892,
D12,1.76763508309,32125,18174,
E01,3.97136759737,44662,11246,
E02,1.79324683965,32343,18036,
E03,1.8128770367,32155,17737,
E04,1.77880386983,32360,18192,
E05,1.82120605251,32738,17976,
E06,1.807636647,32476,17966,
E07,1.83087607446,32163,17567,
E08,2.36258795934,36261,15348,
E09,1.80804179918,31836,17608,
E10,1.82003067659,32038,17603,
E11,1.79238695873,31831,17759,
E12,1.8056396457,32209,17838,
F01,4.13521801629,43151,10435,
F02,1.75941183202,30751,17478,
F03,1.76316805471,31968,18131,
F04,1.8279545583,32342,17693,
F05,1.80535530381,31554,17478,
F06,1.76490611617,32146,18214,
F07,1.80617593437,31702,17552,
F08,1.75062761506,31380,17925,
F09,1.80370306875,31563,17499,
F10,1.81500224921,32278,17784,
F11,1.82857798955,31852,17419,
F12,1.78445268208,32734,18344,
G01,4.06679121906,43535,10705,
G02,1.71788894866,28742,16731,
G03,1.75711651492,30493,17354,
G04,1.75812728938,30718,17472,
G05,1.75798462852,30879,17565,
G06,1.76071223435,30654,17410,
G07,1.73505450373,30242,17430,
G08,2.73456926359,37171,13593,
G09,2.75671641791,36940,13400,
G10,1.72773768256,30403,17597,
G11,1.81463615507,30847,16999,
G12,1.71649022071,28698,16719,
H01,4.05603406562,41911,10333,
H02,1.60933633296,28614,17780,
H03,1.74439941461,30991,17766,
H04,1.71671601928,29567,17223,
H05,1.74406035356,30978,17762,
H06,1.69447729423,28657,16912,
H07,1.77275882013,30651,17290,
H08,2.2400889703,34242,15286,
H09,1.67893432466,27098,16140,
H10,1.64524931779,26528,16124,
H11,1.69512804844,30514,18001,
H12,1.72663838339,30931,17914,

Basic assay information 
Assay ID: ,,,,827
Assay Started: ,,,,31/07/2020 3:52:47 p.m.
Assay Finished: ,,,,31/07/2020 3:54:07 p.m.
Assay Exported: ,,,,31/07/2020 3:55:04 p.m.
Assay Started By: ,,,,N/A
Protocol ID: ,,,,100132
Protocol Name: ,,,,Mark eCFP-Venus
Serial#: ,,,,="23000214"



Protocol information
Protocol:
Protocol name,,,,Mark eCFP-Venus
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,,Imported from instrument Jimmy SerialNumber: 23000214Imported from instrument EnSpire SerialNumber: 23000214Imported from instrument EnSpire SerialNumber: 23000214

Plate type:
Name of the plate type,,,,96 General
Number of rows,,,,8
Number of columns,,,,12
Number of the wells in the plate,,,,96
Height of the plate,,,,14.35 mm
