Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",30/07/2020 4:37:31 p.m.,27.35,27.35,29.8,29.9,


No background information available.


Well,Calc3:Ratio,Calc1:Average within well,Calc2:Average within well,
A01,4.07069498454,40825,10029,
A02,1.67770853832,30692,18294,
A03,1.67131809011,29823,17844,
A04,1.67127659574,29849,17860,
A05,1.70589489393,32006,18762,
A06,1.69973665825,31627,18607,
A07,1.69737625101,31376,18485,
A08,1.6857341238,31562,18723,
A09,1.74749929359,30922,17695,
A10,1.67491166078,30336,18112,
A11,1.69425842573,30866,18218,
A12,1.66436554898,30378,18252,
B01,4.06781132439,42171,10367,
B02,1.67563082909,29285,17477,
B03,1.66876778044,29916,17927,
B04,1.68145651453,30431,18098,
B05,1.67369048264,30898,18461,
B06,1.70207433477,31919,18753,
B07,1.69585944614,31660,18669,
B08,1.70026838433,31676,18630,
B09,1.69836839845,31644,18632,
B10,1.65814119065,30276,18259,
B11,1.66963558356,30743,18413,
B12,1.62824117463,31272,19206,
C01,4.00618752975,42085,10505,
C02,1.67358141685,28963,17306,
C03,1.67228667772,29260,17497,
C04,1.65882415706,31093,18744,
C05,1.72413036322,31424,18226,
C06,1.68902405909,31100,18413,
C07,1.73457675753,31434,18122,
C08,1.7012104946,31059,18257,
C09,1.73123317178,32149,18570,
C10,1.72498171795,30665,17777,
C11,1.71538418047,30340,17687,
C12,1.67140136054,30712,18375,
D01,4.06651623663,41450,10193,
D02,1.67904944004,30735,18305,
D03,1.66983765309,29314,17555,
D04,1.6745826602,31097,18570,
D05,1.71096345515,31930,18662,
D06,2.07869320023,32068,15427,
D07,1.69966388377,31352,18446,
D08,1.68295195749,31037,18442,
D09,1.70566817021,31386,18401,
D10,1.66565012476,30040,18035,
D11,1.67430860831,30089,17971,
D12,1.63984387531,30670,18703,
E01,4.00954698615,42838,10684,
E02,1.6838617033,30488,18106,
E03,1.69180044322,31300,18501,
E04,1.68556812062,31301,18570,
E05,1.70687229437,31543,18480,
E06,1.69933500491,31176,18346,
E07,1.66638220705,31243,18749,
E08,1.69924287172,31645,18623,
E09,1.66617131939,31394,18842,
E10,1.69952119584,29106,17126,
E11,1.68731077708,31767,18827,
E12,1.62987724682,29742,18248,
F01,4.00623561013,41761,10424,
F02,1.69753461258,27955,16468,
F03,1.67687204307,30836,18389,
F04,1.76652984247,31847,18028,
F05,2.41104501825,35669,14794,
F06,1.69743451256,31428,18515,
F07,1.69971115592,31188,18349,
F08,1.69027915701,30638,18126,
F09,1.69063490329,30942,18302,
F10,1.6909190372,30910,18280,
F11,1.67818765924,30298,18054,
F12,1.68602859117,31726,18817,
G01,4.06355971463,43858,10793,
G02,1.6833006993,30089,17875,
G03,1.69825261568,31489,18542,
G04,1.85394981922,33842,18254,
G05,1.72627717243,31527,18263,
G06,1.67628968804,30252,18047,
G07,1.81563192905,32754,18040,
G08,1.7617392264,31928,18123,
G09,1.69656437085,31456,18541,
G10,1.69410387873,30399,17944,
G11,1.69664659411,30711,18101,
G12,1.6737241531,30435,18184,
H01,4.04419518742,42185,10431,
H02,1.67335307593,29948,17897,
H03,1.71840869519,32569,18953,
H04,1.7301943608,31602,18265,
