Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",31/07/2020 4:15:38 p.m.,26.9,26.9,29.2,29.2,


No background information available.


Well,Calc3:Ratio,Calc1:Average within well,Calc2:Average within well,
A01,3.86832009992,43360,11209,
A02,1.73897998296,32665,18784,
A03,1.72763185992,32362,18732,
A04,1.78095765292,32173,18065,
A05,1.74653291674,31862,18243,
A06,1.74725570383,32471,18584,
A07,1.76304040074,32380,18366,
A08,1.74439339241,31891,18282,
A09,1.76132996818,32102,18226,
A10,1.73642096338,32768,18871,
A11,1.75150815716,33389,19063,
A12,1.71723035952,32241,18775,
B01,3.93120985011,44061,11208,
B02,1.73781629487,32485,18693,
B03,1.74754766891,31711,18146,
B04,1.78394553341,32491,18213,
B05,1.79788342381,32788,18237,
B06,1.79671669285,33162,18457,
B07,1.7749339498,32247,18168,
B08,1.78120594296,32849,18442,
B09,1.76573657036,32147,18206,
B10,1.77703683786,33044,18595,
B11,1.78280179795,33317,18688,
B12,1.71637816245,33514,19526,
C01,3.94224437127,44299,11237,
C02,1.74957475995,31886,18225,
C03,1.75052515202,31667,18090,
C04,3.70930441018,41381,11156,
C05,1.77297708138,30325,17104,
C06,1.77503644724,31656,17834,
C07,1.78495109955,31574,17689,
C08,1.83221551531,32782,17892,
C09,1.7964660045,32737,18223,
C10,1.76382920859,32428,18385,
C11,1.77674621812,32534,18311,
C12,1.72170870542,32969,19149,
D01,3.95472458986,43150,10911,
D02,1.75695783963,31880,18145,
D03,1.8119427628,32923,18170,
D04,1.79018292023,33079,18478,
D05,1.82155438133,33094,18168,
D06,1.90111607143,34068,17920,
D07,1.79670002705,33212,18485,
D08,1.78372866803,33238,18634,
D09,1.80233937042,33437,18552,
D10,1.83526215702,33778,18405,
D11,1.7718531008,33628,18979,
D12,1.71608785244,34145,19897,
E01,4.01128793486,43354,10808,
E02,1.76377425831,31628,17932,
