Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",30/07/2020 4:10:59 p.m.,27.15,27.15,29.3,29.3,


No background information available.


Well,Calc3:Ratio,Calc1:Average within well,Calc2:Average within well,
A01,4.0395666054,41757,10337,
A02,1.76491585926,31149,17649,
A03,1.78577873012,31669,17734,
A04,1.74783500456,30678,17552,
A05,1.7531015983,31370,17894,
A06,1.76879514591,30609,17305,
A07,1.82404760516,31266,17141,
A08,1.85275930463,31760,17142,
A09,1.81362240076,30701,16928,
A10,1.73910062282,30436,17501,
A11,1.67922646423,30305,18047,
A12,1.73913043478,30320,17434,
B01,4.0570967129,42705,10526,
B02,1.77495788883,31612,17810,
B03,1.87443178464,31751,16939,
B04,1.75412482066,29343,16728,
B05,1.7766124474,28289,15923,
B06,1.80343118142,32377,17953,
B07,1.78278547704,31131,17462,
B08,1.77055150884,30627,17298,
B09,1.78282970912,31565,17705,
B10,1.81022270074,31945,17647,
B11,1.77799698271,30642,17234,
B12,1.75337781945,31794,18133,
C01,4.02305475504,44672,11104,
C02,1.83761410671,32410,17637,
C03,1.80632114173,31262,17307,
C04,1.84270046031,32426,17597,
C05,1.8345386173,31710,17285,
C06,1.84728189265,32248,17457,
C07,1.80628153523,31861,17639,
C08,1.98468772607,32922,16588,
C09,1.79447674419,30865,17200,
C10,1.83161751876,31491,17193,
C11,1.81678338421,30353,16707,
C12,1.79059288972,32587,18199,
D01,4.02725074405,43301,10752,
D02,1.83835616438,32208,17520,
D03,1.77949333791,31118,17487,
D04,1.82638375334,32106,17579,
D05,1.80888466564,30458,16838,
D06,1.92167147993,32605,16967,
D07,1.81619726275,32114,17682,
D08,1.86824709369,32784,17548,
D09,4.04349075582,42210,10439,
D10,1.82357814997,30813,16897,
D11,1.80338526414,30791,17074,
D12,1.78592077088,33361,18680,
E01,4.02301883359,44217,10991,
E02,1.78538448384,31321,17543,
E03,1.81943966012,31691,17418,
E04,1.83022061728,32437,17723,
E05,1.86508576033,32404,17374,
E06,1.8044242768,31812,17630,
E07,1.87033352838,31964,17090,
E08,2.34237156201,36110,15416,
E09,1.83519094767,32437,17675,
E10,1.80214714978,30887,17139,
E11,1.8041625022,30687,17009,
E12,1.8038035222,32059,17773,
F01,4.01218491303,43135,10751,
F02,1.81444489348,31428,17321,
F03,1.79148447748,32777,18296,
F04,1.85956016744,31540,16961,
F05,1.8424168553,31743,17229,
F06,1.78330019881,30498,17102,
F07,1.81228368628,30894,17047,
F08,1.80460939838,30146,16705,
F09,1.83738253495,32066,17452,
F10,1.81382947553,30953,17065,
F11,1.82493445966,31325,17165,
F12,1.79111612418,33347,18618,
