Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",30/07/2020 4:08:55 p.m.,27.15,27.15,29.2,29.3,


No background information available.


Well,Calc3:Ratio,Calc1:Average within well,Calc2:Average within well,
A01,3.84363279157,43041,11198,
A02,1.76475445937,32055,18164,
A03,1.78141987389,32771,18396,
A04,1.81100875436,31651,17477,
A05,1.78585044388,32790,18361,
A06,1.78938267335,31044,17349,
A07,1.74544160324,31877,18263,
A08,1.78449372339,32269,18083,
A09,1.83569273613,31640,17236,
A10,1.74833379234,31741,18155,
A11,1.75762037189,32233,18339,
A12,1.75634136477,30397,17307,
B01,3.97229563474,43588,10973,
B02,1.77788248337,32073,18040,
B03,1.72969677693,32629,18864,
B04,1.77430860404,32335,18224,
B05,1.81252808989,32263,17800,
B06,1.80455439056,33045,18312,
B07,1.76618389291,32194,18228,
B08,1.7951143509,32260,17971,
B09,1.80861836184,32150,17776,
B10,1.74329937973,30635,17573,
B11,1.81895627645,32241,17725,
B12,1.72924225148,33364,19294,
C01,3.98756015618,43915,11013,
C02,1.80223708487,31258,17344,
C03,1.79497765963,31737,17681,
C04,2.81245531246,39335,13986,
C05,1.79918353652,32173,17882,
C06,1.79531615925,30664,17080,
C07,1.79037666257,32037,17894,
C08,1.85178954696,31923,17239,
C09,1.77611940299,32368,18224,
C10,1.80823073031,32163,17787,
C11,1.786492891,30156,16880,
C12,1.73428587564,30709,17707,
D01,4.00285005057,43539,10877,
D02,1.78803176404,31523,17630,
D03,1.80007976299,31595,17552,
D04,1.83764254262,32552,17714,
D05,1.810541389,32874,18157,
D06,1.71715079841,31508,18349,
D07,1.82381113365,32369,17748,
D08,3.11240762349,40010,12855,
D09,1.85777752784,33035,17782,
D10,1.82080214501,32596,17902,
D11,1.80007960425,31658,17587,
D12,1.78037558183,33277,18691,
E01,3.8655166495,45041,11652,
E02,1.82527628223,32207,17645,
E03,3.17475057559,41367,13030,
E04,1.84013124399,32528,17677,
E05,3.9296431839,42951,10930,
E06,1.79744909899,30722,17092,
E07,1.82402297556,32391,17758,
E08,1.83540092478,32549,17734,
E09,1.82309678868,32473,17812,
E10,1.83884596813,30466,16568,
E11,1.80899572168,32135,17764,
E12,1.72964835539,30447,17603,
F01,3.98140305653,43246,10862,
F02,1.80333984722,30453,16887,
F03,2.05073399883,34924,17030,
F04,1.80677107324,31380,17368,
F05,1.87428206765,32307,17237,
F06,1.88471510401,31258,16585,
F07,1.876230581,32971,17573,
F08,1.84464908769,32250,17483,
F09,1.81960653551,32742,17994,
F10,1.80510308691,31694,17558,
F11,2.23751546325,34366,15359,
F12,1.76663107314,33089,18730,
G01,4.00811615114,44446,11089,
G02,1.84274101214,32189,17468,
G03,1.81252769163,32727,18056,
G04,1.80055959709,32176,17870,
G05,1.77987561084,32052,18008,
G06,1.80358338915,32313,17916,
G07,1.82738968514,32385,17722,
G08,1.85327377587,32777,17686,
G09,1.80770088042,32441,17946,
G10,1.79262929355,32201,17963,
G11,1.98475260652,32933,16593,
G12,1.7883381279,32326,18076,
H01,4.02662037037,41748,10368,
H02,1.77614461902,31539,17757,
H03,1.77540639168,32110,18086,
H04,1.76634916947,30413,17218,
H05,1.78553196111,32877,18413,
H06,1.7529966483,30858,17603,
H07,1.80211303035,32238,17889,
H08,1.95821886447,34214,17472,
H09,1.81343710656,31688,17474,
H10,1.92387148319,33712,17523,
H11,1.77217630854,32165,18150,
H12,1.74605390315,32522,18626,

Basic assay information 
Assay ID: ,,,,776
Assay Started: ,,,,30/07/2020 4:07:44 p.m.
Assay Finished: ,,,,30/07/2020 4:09:02 p.m.
Assay Exported: ,,,,30/07/2020 4:09:30 p.m.
Assay Started By: ,,,,N/A
Protocol ID: ,,,,100132
Protocol Name: ,,,,Mark eCFP-Venus
Serial#: ,,,,="23000214"



Protocol information
Protocol:
Protocol name,,,,Mark eCFP-Venus
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,,Imported from instrument Jimmy SerialNumber: 23000214Imported from instrument EnSpire SerialNumber: 23000214Imported from instrument EnSpire SerialNumber: 23000214

Plate type:
Name of the plate type,,,,96 General
Number of rows,,,,8
Number of columns,,,,12
Number of the wells in the plate,,,,96
Height of the plate,,,,14.35 mm
Diameter of the well,,,,6.5 mm
Volume of the well,,,,300 µl

Coordinates of corners:
96 General
14.38 mm x------------------------------------------------------ x 113.38 mm
